,Student,Milestone,Time
142,kov,M6,0
143,kov,M7,343
144,kov,M8,0
145,kov,M9,0
146,kov,M10,22
147,kov,M11,237
148,kov,M12,14
149,kov,M13,361
150,kov,M14,0
151,kov,M15,31
152,kov,M16,24
153,ala,M0,0
154,ala,M1,141
155,ala,M2,190
156,ala,M3,370
157,ala,M4,129
158,ala,M5,325
159,ala,M6,0
160,ala,M7,1319
161,ala,M8,0
162,ala,M9,0
163,ala,M10,0
164,ala,M11,0
165,ala,M12,14
166,ala,M13,230
167,ala,M14,0
168,ala,M15,0
169,ala,M16,0
170,cas,M0,0
171,cas,M1,75
172,cas,M2,24
173,cas,M3,48
174,cas,M4,41
175,cas,M5,32
176,cas,M6,0
177,cas,M7,0
178,cas,M8,155
179,cas,M9,222
180,cas,M10,20
181,cas,M11,202
182,cas,M12,5
183,cas,M13,423
184,cas,M14,0
185,cas,M15,38
186,cas,M16,228
187,ged,M0,0
188,ged,M1,0
189,ged,M2,66
190,ged,M3,0
191,ged,M4,0
192,ged,M5,673
193,ged,M6,0
194,ged,M7,272
195,ged,M8,173
196,ged,M9,0
197,ged,M10,0
198,ged,M11,0
199,ged,M12,0
200,ged,M13,0
201,ged,M14,0
202,ged,M15,0
203,ged,M16,0
204,sel,M0,0
205,sel,M1,135
206,sel,M2,90
207,sel,M3,0
208,sel,M4,226
209,sel,M5,3
210,sel,M6,0
211,sel,M7,307
212,sel,M8,841
213,sel,M9,0
214,sel,M10,537
215,sel,M11,130
216,sel,M12,344
217,sel,M13,0
218,sel,M14,0
219,sel,M15,0
220,sel,M16,2
221,tay,M0,0
222,tay,M1,154
223,tay,M2,0
224,tay,M3,18
225,tay,M4,353
226,tay,M5,282
227,tay,M6,0
228,tay,M7,418
229,tay,M8,0
230,tay,M9,0
231,tay,M10,50
232,tay,M11,591
233,tay,M12,0
234,tay,M13,391
235,tay,M14,0
236,tay,M15,0
237,tay,M16,2
238,bau,M0,0
239,bau,M1,0
240,bau,M2,119
241,bau,M3,0
242,bau,M4,454
243,bau,M5,88
244,bau,M6,0
245,bau,M7,0
246,bau,M8,0
247,bau,M9,0
248,bau,M10,0
249,bau,M11,87
250,bau,M12,0
251,bau,M13,447
252,bau,M14,0
253,bau,M15,0
254,bau,M16,0
255,one,M0,0
256,one,M1,837
257,one,M2,369
258,one,M3,1167
259,one,M4,371
260,one,M5,540
261,one,M6,0
262,one,M7,342
263,one,M8,124
264,one,M9,389
265,one,M10,36
266,one,M11,1468
267,one,M12,630
268,one,M13,83
269,one,M14,0
270,one,M15,0
271,one,M16,0
272,jno,M0,0
273,jno,M1,653
274,jno,M2,650
275,jno,M3,750
276,jno,M4,7522
277,jno,M5,1355
278,jno,M6,0
279,jno,M7,313
280,jno,M8,516
281,jno,M9,613
282,jno,M10,145
283,jno,M11,399
284,jno,M12,0
285,jno,M13,1741
286,jno,M14,0
287,jno,M15,0
288,jno,M16,0
289,dra,M0,0
290,dra,M1,0
291,dra,M2,124
292,dra,M3,0
293,dra,M4,0
294,dra,M5,39
295,dra,M6,0
296,dra,M7,115
297,dra,M8,0
298,dra,M9,535
299,dra,M10,56
300,dra,M11,113
301,dra,M12,21
302,dra,M13,207
303,dra,M14,0
304,dra,M15,115
305,dra,M16,3
306,dag,M0,0
307,dag,M1,0
308,dag,M2,87
309,dag,M3,0
310,dag,M4,20
311,dag,M5,695
312,dag,M6,0
313,dag,M7,0
314,dag,M8,688
315,dag,M9,0
316,dag,M10,0
317,dag,M11,102
318,dag,M12,12
319,dag,M13,372
320,dag,M14,0
321,dag,M15,43
322,dag,M16,10
323,fin,M0,0
324,fin,M1,0
325,fin,M2,50
326,fin,M3,0
327,fin,M4,226
328,fin,M5,0
329,fin,M6,0
330,fin,M7,30
331,fin,M8,175
332,fin,M9,871
333,fin,M10,0
334,fin,M11,457
335,fin,M12,0
336,fin,M13,0
337,fin,M14,0
338,fin,M15,0
339,fin,M16,131
340,com,M0,0
341,com,M1,0
342,com,M2,0
343,com,M3,0
344,com,M4,0
345,com,M5,6
346,com,M6,0
347,com,M7,380
348,com,M8,0
349,com,M9,0
350,com,M10,0
351,com,M11,0
352,com,M12,0
353,com,M13,0
354,com,M14,0
355,com,M15,0
356,com,M16,0
357,art,M0,0
358,art,M1,395
359,art,M2,324
360,art,M3,0
361,art,M4,309
362,art,M5,1039
363,art,M6,0
364,art,M7,171
365,art,M8,0
366,art,M9,0
367,art,M10,117
368,art,M11,143
369,art,M12,83
370,art,M13,410
371,art,M14,0
372,art,M15,376
373,art,M16,7
374,ama,M0,0
375,ama,M1,302
376,ama,M2,68
377,ama,M3,97
378,ama,M4,40
379,ama,M5,367
380,ama,M6,0
381,ama,M7,337
382,ama,M8,0
383,ama,M9,239
384,ama,M10,41
385,ama,M11,326
386,ama,M12,18
387,ama,M13,241
388,ama,M14,0
389,ama,M15,62
390,ama,M16,9
391,bur,M0,0
392,bur,M1,160
393,bur,M2,111
394,bur,M3,160
395,bur,M4,96
396,bur,M5,362
397,bur,M6,0
398,bur,M7,13
399,bur,M8,0
400,bur,M9,877
401,bur,M10,95
402,bur,M11,281
403,bur,M12,50
404,bur,M13,77
405,bur,M14,0
406,bur,M15,666
407,bur,M16,25
408,bob,M0,0
409,bob,M1,172
410,bob,M2,97
411,bob,M3,37
412,bob,M4,190
413,bob,M5,30
414,bob,M6,0
415,bob,M7,16
416,bob,M8,0
417,bob,M9,322
418,bob,M10,38
419,bob,M11,797
420,bob,M12,0
421,bob,M13,156
422,bob,M14,0
423,bob,M15,39
424,bob,M16,28
