// Sample adapted from https://github.com/zygmuntz/goodbooks-10k/blob/master/samples/books.csv
authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
William Golding,1954,Lord of the Flies ,Lord of the Flies,eng,3.427846,https://images.gr-assets.com/books/1327869409m/7624.jpg,https://images.gr-assets.com/books/1327869409s/7624.jpg
"William Shakespeare, Robert Jackson",1595,An Excellent conceited Tragedie of Romeo and Juliet,Romeo and Juliet,eng,3.489235,https://images.gr-assets.com/books/1327872146m/18135.jpg,https://images.gr-assets.com/books/1327872146s/18135.jpg
Gillian Flynn,2012,Gone Girl,Gone Girl,eng,4.610476,https://images.gr-assets.com/books/1339602131m/8442457.jpg,https://images.gr-assets.com/books/1339602131s/8442457.jpg
Kathryn Stockett,2009,The Help,The Help,eng,4.942552,https://images.gr-assets.com/books/1346100365m/4667024.jpg,https://images.gr-assets.com/books/1346100365s/4667024.jpg
John Steinbeck,1937,Of Mice and Men ,Of Mice and Men,eng,3.473795,https://images.gr-assets.com/books/1437235233m/890.jpg,https://images.gr-assets.com/books/1437235233s/890.jpg
Arthur Golden,1997,Memoirs of a Geisha,Memoirs of a Geisha,eng,4.559782,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
E.L. James,2011,Fifty Shades of Grey,"Fifty Shades of Grey (Fifty Shades, #1)",eng,3.571909,https://images.gr-assets.com/books/1385207843m/10818853.jpg,https://images.gr-assets.com/books/1385207843s/10818853.jpg
"Paulo Coelho, Alan R. Clarke",1988,O Alquimista,The Alchemist,eng,3.504212,https://images.gr-assets.com/books/1483412266m/865.jpg,https://images.gr-assets.com/books/1483412266s/865.jpg
Lois Lowry,1993,The Giver,"The Giver (The Giver, #1)",eng,4.585279,https://images.gr-assets.com/books/1342493368m/3636.jpg,https://images.gr-assets.com/books/1342493368s/3636.jpg
C.S. Lewis,1950,"The Lion, the Witch and the Wardrobe","The Lion, the Witch, and the Wardrobe (Chronicles of Narnia, #1)",eng,4.734629,https://images.gr-assets.com/books/1353029077m/100915.jpg,https://images.gr-assets.com/books/1353029077s/100915.jpg
Audrey Niffenegger,2003,The Time Traveler's Wife,The Time Traveler's Wife,eng,3.493884,https://images.gr-assets.com/books/1437728815m/14050.jpg,https://images.gr-assets.com/books/1437728815s/14050.jpg
George R.R. Martin,1996,A Game of Thrones,"A Game of Thrones (A Song of Ice and Fire, #1)",eng,4.874574,https://images.gr-assets.com/books/1436732693m/13496.jpg,https://images.gr-assets.com/books/1436732693s/13496.jpg
Elizabeth Gilbert,2006,"Eat, pray, love: one woman's search for everything across Italy, India and Indonesia","Eat, Pray, Love",eng,3.314272,https://images.gr-assets.com/books/1503066414m/19501.jpg,https://images.gr-assets.com/books/1503066414s/19501.jpg
Rick Riordan,2005,The Lightning Thief,"The Lightning Thief (Percy Jackson and the Olympians, #1)",eng,4.689365,https://images.gr-assets.com/books/1400602609m/28187.jpg,https://images.gr-assets.com/books/1400602609s/28187.jpg
Louisa May Alcott,1868,Little Women,"Little Women (Little Women, #1)",en-US,4.535563,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
"Charlotte Brontë, Michael Mason",1847,Jane Eyre,Jane Eyre,eng,4.574221,https://images.gr-assets.com/books/1327867269m/10210.jpg,https://images.gr-assets.com/books/1327867269s/10210.jpg
Nicholas Sparks,1996,The Notebook,"The Notebook (The Notebook, #1)",eng,4.497194,https://images.gr-assets.com/books/1385738917m/15931.jpg,https://images.gr-assets.com/books/1385738917s/15931.jpg
Yann Martel,2001,Life of Pi,Life of Pi,,3.360466,https://images.gr-assets.com/books/1320562005m/4214.jpg,https://images.gr-assets.com/books/1320562005s/4214.jpg
Sara Gruen,2006,Water for Elephants,Water for Elephants,eng,4.424820,https://images.gr-assets.com/books/1494428973m/43641.jpg,https://images.gr-assets.com/books/1494428973s/43641.jpg
Markus Zusak,2005,The Book Thief,The Book Thief,eng,4.722056,https://images.gr-assets.com/books/1390053681m/19063.jpg,https://images.gr-assets.com/books/1390053681s/19063.jpg
Ray Bradbury,1953,Fahrenheit 451,Fahrenheit 451,spa,3.419051,https://images.gr-assets.com/books/1351643740m/4381.jpg,https://images.gr-assets.com/books/1351643740s/4381.jpg
Stephenie Meyer,2006,"New Moon (Twilight, #2)","New Moon (Twilight, #2)",eng,3.350684,https://images.gr-assets.com/books/1361039440m/49041.jpg,https://images.gr-assets.com/books/1361039440s/49041.jpg
Shel Silverstein,1974,Where the Sidewalk Ends: The Poems and Drawings of Shel Silverstein,Where the Sidewalk Ends,eng,4.544153,https://images.gr-assets.com/books/1168052448m/30119.jpg,https://images.gr-assets.com/books/1168052448s/30119.jpg
Cassandra Clare,2007,City of Bones,"City of Bones (The Mortal Instruments, #1)",eng,4.582814,https://images.gr-assets.com/books/1432730315m/256683.jpg,https://images.gr-assets.com/books/1432730315s/256683.jpg
Stephenie Meyer,2007,Eclipse,"Eclipse (Twilight, #3)",en-US,3.399134,https://images.gr-assets.com/books/1361038355m/428263.jpg,https://images.gr-assets.com/books/1361038355s/428263.jpg
Christopher Paolini,2002,Eragon,"Eragon (The Inheritance Cycle, #1)",en-US,3.408032,https://images.gr-assets.com/books/1366212852m/113436.jpg,https://images.gr-assets.com/books/1366212852s/113436.jpg
Douglas Adams,1979,The Hitchhiker's Guide to the Galaxy,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",en-US,4.498001,https://images.gr-assets.com/books/1327656754m/11.jpg,https://images.gr-assets.com/books/1327656754s/11.jpg
Aldous Huxley,1932,Brave New World,Brave New World,eng,3.383166,https://images.gr-assets.com/books/1487389574m/5129.jpg,https://images.gr-assets.com/books/1487389574s/5129.jpg
Stephenie Meyer,2008,Breaking Dawn,"Breaking Dawn (Twilight, #4)",en-US,3.410714,https://images.gr-assets.com/books/1361039438m/1162543.jpg,https://images.gr-assets.com/books/1361039438s/1162543.jpg
Sue Monk Kidd,2001,The Secret Life of Bees,The Secret Life of Bees,en-US,4.341267,https://images.gr-assets.com/books/1473454532m/37435.jpg,https://images.gr-assets.com/books/1473454532s/37435.jpg
"Mark Twain, John Seelye, Guy Cardwell",1884,The Adventures of Huckleberry Finn,The Adventures of Huckleberry Finn,eng,3.296316,https://images.gr-assets.com/books/1405973850m/2956.jpg,https://images.gr-assets.com/books/1405973850s/2956.jpg
"E.B. White, Garth Williams, Rosemary Wells",1952,Charlotte's Web,Charlotte's Web,eng,4.487763,https://images.gr-assets.com/books/1439632243m/24178.jpg,https://images.gr-assets.com/books/1439632243s/24178.jpg
Mark Haddon,2003,The Curious Incident of the Dog in the Night-Time,The Curious Incident of the Dog in the Night-Time,eng,3.262481,https://images.gr-assets.com/books/1479863624m/1618.jpg,https://images.gr-assets.com/books/1479863624s/1618.jpg
Paula Hawkins,2015,The Girl on the Train,The Girl on the Train,eng,3.362551,https://images.gr-assets.com/books/1490903702m/22557272.jpg,https://images.gr-assets.com/books/1490903702s/22557272.jpg
Philip Pullman,1995,Northern Lights,"The Golden Compass (His Dark Materials, #1)",eng,3.380030,https://images.gr-assets.com/books/1451271747m/119322.jpg,https://images.gr-assets.com/books/1451271747s/119322.jpg
"Emily Brontë, Richard J. Dunn",1847,Wuthering Heights,Wuthering Heights,eng,3.346082,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
Jodi Picoult,2004,My Sister's Keeper,My Sister's Keeper,eng,4.350994,https://images.gr-assets.com/books/1369504683m/10917.jpg,https://images.gr-assets.com/books/1369504683s/10917.jpg
Kurt Vonnegut Jr.,1969,"Slaughterhouse-Five, or The Children's Crusade: A Duty-Dance with Death ",Slaughterhouse-Five,eng,4.367890,https://images.gr-assets.com/books/1440319389m/4981.jpg,https://images.gr-assets.com/books/1440319389s/4981.jpg
Margaret Mitchell,1936,Gone with the Wind,Gone with the Wind,eng,4.493721,https://images.gr-assets.com/books/1328025229m/18405.jpg,https://images.gr-assets.com/books/1328025229s/18405.jpg
Khaled Hosseini,2007,A Thousand Splendid Suns,A Thousand Splendid Suns,eng,4.446694,https://images.gr-assets.com/books/1345958969m/128029.jpg,https://images.gr-assets.com/books/1345958969s/128029.jpg
Stephen Chbosky,1999,The Perks of Being a Wallflower,The Perks of Being a Wallflower,eng,4.461020,https://images.gr-assets.com/books/1167352178m/22628.jpg,https://images.gr-assets.com/books/1167352178s/22628.jpg
Veronica Roth,2012,Insurgent,"Insurgent (Divergent, #2)",eng,4.369969,https://images.gr-assets.com/books/1325667729m/11735983.jpg,https://images.gr-assets.com/books/1325667729s/11735983.jpg
Orson Scott Card,1985,Ender's Game,"Ender's Game (Ender's Saga, #1)",eng,4.462829,https://images.gr-assets.com/books/1408303130m/375802.jpg,https://images.gr-assets.com/books/1408303130s/375802.jpg
"Mary Wollstonecraft Shelley, Percy Bysshe Shelley, Maurice Hindle",1818,"Frankenstein; or, The Modern Prometheus",Frankenstein,eng,3.248538,https://images.gr-assets.com/books/1381512375m/18490.jpg,https://images.gr-assets.com/books/1381512375s/18490.jpg
Stephen King,1977,The Shining,The Shining (The Shining #1),eng,4.382158,https://images.gr-assets.com/books/1353277730m/11588.jpg,https://images.gr-assets.com/books/1353277730s/11588.jpg
Stephenie Meyer,2008,The Host,"The Host (The Host, #1)",en-US,3.288758,https://images.gr-assets.com/books/1318009171m/1656001.jpg,https://images.gr-assets.com/books/1318009171s/1656001.jpg
John Green,2005,Looking for Alaska,Looking for Alaska,eng,4.359857,https://images.gr-assets.com/books/1394798630m/99561.jpg,https://images.gr-assets.com/books/1394798630s/99561.jpg
Helen Fielding,1996,,"Bridget Jones's Diary (Bridget Jones, #1)",eng,3.212825,https://images.gr-assets.com/books/1292060045m/227443.jpg,https://images.gr-assets.com/books/1292060045s/227443.jpg
"Jane Austen, Tony Tanner, Ros Ballaster",1811,Sense and Sensibility,Sense and Sensibility,eng,4.311754,https://images.gr-assets.com/books/1397245675m/14935.jpg,https://images.gr-assets.com/books/1397245675s/14935.jpg
"Louis Sachar, Louis Sachar",1998,Holes,"Holes (Holes, #1)",eng,3.259257,https://images.gr-assets.com/books/1327781893m/38709.jpg,https://images.gr-assets.com/books/1327781893s/38709.jpg
Lauren Weisberger,2003,The Devil Wears Prada,"The Devil Wears Prada (The Devil Wears Prada, #1)",eng,3.178250,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
"Homer, Robert Fagles, E.V. Rieu, Frédéric Mugler, Bernard Knox",-720.0,Ὀδύσσεια,The Odyssey,eng,3.208223,https://images.gr-assets.com/books/1390173285m/1381.jpg,https://images.gr-assets.com/books/1390173285s/1381.jpg
"Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta",1946,Le Petit Prince,The Little Prince,eng,4.468227,https://images.gr-assets.com/books/1367545443m/157993.jpg,https://images.gr-assets.com/books/1367545443s/157993.jpg
Jeannette Walls,2005,The Glass Castle,The Glass Castle,eng,4.298102,https://images.gr-assets.com/books/1400930557m/7445.jpg,https://images.gr-assets.com/books/1400930557s/7445.jpg
Jon Krakauer,1996,Into the Wild,Into the Wild,eng,3.227095,https://images.gr-assets.com/books/1403173986m/1845.jpg,https://images.gr-assets.com/books/1403173986s/1845.jpg
"Charles Dickens, Richard Maxwell, Hablot Knight Browne",1859,A Tale of Two Cities,A Tale of Two Cities,eng,3.223571,https://images.gr-assets.com/books/1344922523m/1953.jpg,https://images.gr-assets.com/books/1344922523s/1953.jpg
Michael Crichton,1990,Jurassic Park,"Jurassic Park (Jurassic Park, #1)",spa,3.230615,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
Shel Silverstein,1964,The Giving Tree,The Giving Tree,eng,4.428921,https://images.gr-assets.com/books/1174210942m/370493.jpg,https://images.gr-assets.com/books/1174210942s/370493.jpg
John Grisham,1989,A Time to Kill,A Time to Kill,eng,4.229488,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
"Elie Wiesel, Marion Wiesel",1958,Un di Velt Hot Geshvign,Night (The Night Trilogy #1),eng,4.360777,https://images.gr-assets.com/books/1473495285m/1617.jpg,https://images.gr-assets.com/books/1473495285s/1617.jpg
John Green,2008,Paper Towns,Paper Towns,en-US,3.215609,https://images.gr-assets.com/books/1349013610m/6442769.jpg,https://images.gr-assets.com/books/1349013610s/6442769.jpg
William Goldman,1973,The Princess Bride,The Princess Bride ,en-US,4.338235,https://images.gr-assets.com/books/1327903636m/21787.jpg,https://images.gr-assets.com/books/1327903636s/21787.jpg
S.E. Hinton,1967,The Outsiders,The Outsiders,en-US,4.274419,https://images.gr-assets.com/books/1442129426m/231804.jpg,https://images.gr-assets.com/books/1442129426s/231804.jpg
James Dashner,2009,The Maze Runner,"The Maze Runner (Maze Runner, #1)",eng,4.302109,https://images.gr-assets.com/books/1375596592m/6186357.jpg,https://images.gr-assets.com/books/1375596592s/6186357.jpg
"Steven D. Levitt, Stephen J. Dubner",2005,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",en-US,3.176072,https://images.gr-assets.com/books/1327909092m/1202.jpg,https://images.gr-assets.com/books/1327909092s/1202.jpg
Frances Hodgson Burnett,1911,The Secret Garden,The Secret Garden,eng,4.285570,https://images.gr-assets.com/books/1327873635m/2998.jpg,https://images.gr-assets.com/books/1327873635s/2998.jpg
"Gabriel García Márquez, Gregory Rabassa",1967,Cien años de soledad,One Hundred Years of Solitude,eng,4.267197,https://images.gr-assets.com/books/1327881361m/320.jpg,https://images.gr-assets.com/books/1327881361s/320.jpg
"Oscar Wilde, Jeffrey Eugenides",1891,The Picture of Dorian Gray,The Picture of Dorian Gray,eng,4.257679,https://images.gr-assets.com/books/1424596966m/5297.jpg,https://images.gr-assets.com/books/1424596966s/5297.jpg
E.L. James,2012,Fifty Shades Freed,"Fifty Shades Freed (Fifty Shades, #3)",eng,3.265079,https://images.gr-assets.com/books/1336418837m/13536860.jpg,https://images.gr-assets.com/books/1336418837s/13536860.jpg
"Bram Stoker, Nina Auerbach, David J. Skal",1897,Dracula,Dracula,eng,3.243825,https://images.gr-assets.com/books/1387151694m/17245.jpg,https://images.gr-assets.com/books/1387151694s/17245.jpg
"Stieg Larsson, Reg Keeland",2006,Flickan som lekte med elden,"The Girl Who Played with Fire (Millennium, #2)",eng,4.279592,https://images.gr-assets.com/books/1351778881m/5060378.jpg,https://images.gr-assets.com/books/1351778881s/5060378.jpg
E.L. James,2011,Fifty Shades Darker,"Fifty Shades Darker (Fifty Shades, #2)",eng,3.262051,https://images.gr-assets.com/books/1358266080m/11857408.jpg,https://images.gr-assets.com/books/1358266080s/11857408.jpg
